ref,imageLink,title,description,creationYear
https://mubi.com/en/ru/films/great-freedom,https://images.mubicdn.net/images/film/307322/cache-683137-1646242448/image-w1280.jpg?size=800x,Great Freedom,"In post-war Germany, liberation by the Allies does not mean freedom for everyone. Hans is imprisoned again and again under Paragraph 175, a law criminalizing homosexuality. Over the course of decades, he develops an unlikely yet tender bond with his cellmate Viktor, a convicted murderer.",2021
https://mubi.com/en/ru/films/the-shining,https://images.mubicdn.net/images/film/405/cache-47097-1612536788/image-w1280.jpg?size=800x,The Shining,A frustrated writer takes the job as caretaker of a remote mountainside hotel for the winter with his young family in tow. An evil presence lurking within causes his mental disintegration into madness and murder.,1980
https://mubi.com/en/ru/films/happy-together,https://images.mubicdn.net/images/film/337/cache-8093-1670226328/image-w1280.jpg?size=800x,Happy Together,"Lai and his lover Ho go on a trip to Buenos Aires from Hong Kong. Their torrid relationship lives out among lusty tango bars and the salsa music of La Boca sidewalks. But tensions grow between the two lovers, as they find themselves far from home with their lives drifting in opposite directions.",1997
https://mubi.com/en/ru/films/rear-window,https://images.mubicdn.net/images/film/162/cache-47679-1581436823/image-w1280.jpg?size=800x,Rear Window,"Professional photographer, J.B.Jeffries, is confined to his Greenwich Village apartment after breaking his leg. He looks in on the intimate dramas at play in his neighbours’ apartments. Eventually, he becomes convinced that a salesman murdered his nagging wife.",1954
https://mubi.com/en/ru/films/fallen-angels,https://images.mubicdn.net/images/film/391/cache-25588-1617995748/image-w1280.jpg?size=800x,Fallen Angels,"Two tales of crimes intertwine in present-day Hong Kong. A coolly detached hitman wants to finally escape a life of violence—much to the dismay of his partner who is secretly besotted with him. Meanwhile, a mute ex-convict repeatedly encounters a girl during his nights of wreaking havoc.",1995
https://mubi.com/en/ru/films/psycho,https://images.mubicdn.net/images/film/148/cache-47486-1569902403/image-w1280.jpg?size=800x,Psycho,"Marion, frustrated with her job and her lover, decides to follow a sudden impulse to steal $40,000 and leave town. She stops for the night at the ramshackle Bates Motel and meets the proprietor Norman Bates, a young man with an interest in taxidermy and a difficult relationship with his mother.",1960
https://mubi.com/en/ru/films/frances-ha,https://images.mubicdn.net/images/film/99721/cache-64571-1535029761/image-w1280.jpg?size=800x,Frances Ha,"A New York woman (who doesn’t really have an apartment) apprentices for a dance company (though she’s not really a dancer) and throws herself headlong into her dreams, even as the possibility of realizing them dwindles.",2012
https://mubi.com/en/ru/films/salut-les-cubains,https://images.mubicdn.net/images/film/25418/cache-17086-1628006546/image-w1280.jpg?size=800x,Salut les Cubains,"Cuba, 1963. Four years after Fidel Castro has come into power, Agnès Varda arrives in the country—with a camera in hand—and documents its buzzing post-revolution culture and society. Back in Paris, Varda assembles over 1,800 photographs into a rhythmic photo montage—narrating it with Michel Piccoli.",1963
https://mubi.com/en/ru/films/the-great-dictator,https://images.mubicdn.net/images/film/174/cache-47625-1692733615/image-w1280.jpg?size=800x,The Great Dictator,"After dedicated service in WWI, a Jewish barber spends years in an army hospital, unaware of the rise of a fascist, anti-Semitic dictator, whom he bears an uncanny resemblance to. When he returns to his neighborhood, he is stunned by the brutal changes, and recklessly joins a girl in rebelling.",1940
https://mubi.com/en/ru/films/vertigo,https://images.mubicdn.net/images/film/339/cache-8094-1577260810/image-w1280.jpg?size=800x,Vertigo,"In San Francisco, an ex-police officer who suffers from an intense fear of heights rescues a mysterious blonde from the bay and must unravel the secrets of the past to find the key to his future. The pair become trapped in a dizzying web of mistaken identity, passion and murder.",1958
https://mubi.com/en/ru/films/the-sacrifice,https://images.mubicdn.net/images/film/401/cache-8128-1721948999/image-w1280.jpg?size=700x,The Sacrifice,"Winner of the Grand Prix at the Cannes Film Festival, this shattering masterwork was the final film by Russian visionary Andrei Tarkovsky. Shot in Sweden by legendary cinematographer Sven Nykvist and newly restored in 4K, The Sacrifice is a profound metaphysical interrogation of the artistic soul.",1986
https://mubi.com/en/ru/films/the-seventh-seal,https://images.mubicdn.net/images/film/173/cache-47562-1558111471/image-w1280.jpg?size=800x,The Seventh Seal,"A Knight and his squire are home from the crusades. Black Death is sweeping their country. As they approach home, Death appears to the knight and tells him it is his time. The knight challenges Death to a chess game for his life.",1957
https://mubi.com/en/ru/films/i-like-life-a-lot,https://images.mubicdn.net/images/film/316521/cache-709515-1634135172/image-w1280.jpg?size=800x,I Like Life a Lot,"The Komló settlement was a typical example of how Roma labour was exploited in the 1970s industrial mass production. This collaboration of Roma pupils and their teachers portrays the children’s everyday lives through their own drawings, often translating cruel facts into fairytales.",1977
https://mubi.com/en/ru/films/the-lunchbox,https://images.mubicdn.net/images/film/104695/cache-73920-1684180210/image-w1280.jpg?size=700x,The Lunchbox,"A dazzlingly moving tale of chance and romance in Mumbai, The Lunchbox was a worldwide success, and one of the Indian hits of the last decade. A gentle and charming portrait of loneliness and disenchantment within the huge, modern city, where two souls cross paths through a most uncommon manner.",2013
https://mubi.com/en/ru/films/holy-spider,https://images.mubicdn.net/images/film/339426/cache-772988-1662022064/image-w1280.jpg?size=800x,Holy Spider,"In the holy city of Mashhad, journalist Rahimi investigates the murders of sex workers by the “Spider Killer”—a man who believes he is on a divine mission to cleanse the city of sinners. As she tries to bring him to justice, support for his actions grows as many hail him a hero on a religious quest.",2022
https://mubi.com/en/ru/films/sans-soleil,https://images.mubicdn.net/images/film/304/cache-8074-1646481753/image-w1280.jpg?size=800x,Sans soleil,"An unnamed woman narrates the letters and philosophical reflections of an invisible world traveler accompanied by footage of Guinea-Bissau, Cape Verde, Iceland, Paris, San Francisco and, most significantly, Tokyo—a city whose people, streets, malls and temples inspire the traveler’s observations.",1983
https://mubi.com/en/ru/films/agassi,https://images.mubicdn.net/images/film/149904/cache-127001-1612551532/image-w1280.jpg?size=800x,The Handmaiden,"In 1930s Korea, a new girl is hired as a handmaiden to a Japanese heiress who lives a secluded life on a large countryside estate. But the maid has a secret: She is a pickpocket recruited by a swindler, who is posing as a Japanese Count, to help him seduce the Lady and steal her fortune.",2016
https://mubi.com/en/ru/films/city-lights,https://images.mubicdn.net/images/film/894/cache-8442-1619187853/image-w1280.jpg?size=800x,City Lights,"A lovable tramp falls for a blind woman who sells flowers on the street and who mistakes him for a millionaire. Upon learning that she and her grandmother are to be evicted, the tramp undertakes a series of attempts to provide them with the money they need, all of which end in humiliating failure.",1931
https://mubi.com/en/ru/films/apocalypse-now-redux,https://images.mubicdn.net/images/film/407299/cache-954985-1729794120/image-w1280.jpg?size=800x,Apocalypse Now Redux,"Vietnam, 1970. Captain Willard takes a journey upriver to assassinate Colonel Kurtz, a once-promising officer who has gone completely mad. In the company of a Navy patrol boat filled with street-smart kids, an Air Cavalry officer, and a freelance photographer, Willard ventures into enemy territory.",2001
https://mubi.com/en/ru/films/sweet-red-bean-paste,https://images.mubicdn.net/images/film/126797/cache-110573-1595606875/image-w1280.jpg?size=800x,Sweet Bean,"Grumpy Sentaro runs a small bakery that serves dorayaki, pastries filled with sweet red bean paste (“an”). When an old lady, Tokue, offers to help in the kitchen, he reluctantly accepts. She will soon prove to have magic in her hands. Thanks to her secret recipe, the little business flourishes.",2015
https://mubi.com/en/ru/films/mr-bachmann-and-his-class,https://images.mubicdn.net/images/film/294242/cache-644440-1643986949/image-w1280.jpg?size=800x,Mr. Bachmann and His Class,"In a German city with a complex history of both excluding and integrating foreigners, a charismatic junior school teacher provides his pupils with the key to feeling a little more at home. Bachmann is eager to inspire his class through curiosity about a diverse range of cultures and opinions.",2021
https://mubi.com/en/ru/films/cleo-from-5-to-7,https://images.mubicdn.net/images/film/244/cache-115618-1578607240/image-w1280.jpg?size=800x,Cléo from 5 to 7,"While she waits for the results of a medical test, French singer Cléo Victoire spends a couple of hours wandering through the streets of Paris. Along the way, she meets up with her lover, goes shopping, visits her model friend Dorothee, and has a brief affair with a passing soldier.",1962
https://mubi.com/en/ru/films/winter-sleep,https://images.mubicdn.net/images/film/114071/cache-100211-1670591165/image-w1280.jpg?size=800x,Winter Sleep,"Aydin is a former actor who runs a small hotel with his wife Nihal, with whom he has a stormy relationship, and his sister Necla who is suffering from her recent divorce. In winter as the snow begins to fall, the hotel turns into a shelter but also an inescapable place that fuels their animosities.",2014
https://mubi.com/en/ru/films/the-mirror,https://images.mubicdn.net/images/film/397/cache-28828-1682351611/image-w1280.jpg?size=800x,The Mirror,"In 20th-century Russia, a poet’s life unfolds before his eyes during his final rays of consciousness. His visions are filled with scenes from childhood, wartime, and marriage—mingling pivotal moments in Soviet history with the beautiful minutiae of everyday life.",1975
https://mubi.com/en/ru/films/nights-of-cabiria,https://images.mubicdn.net/images/film/243/cache-36075-1737712994/image-w1280.jpg?size=800x,Nights of Cabiria,"Rome, 1957. Irrepressible and fiercely independent sex worker Cabiria is robbed and left to drown by her boyfriend. When she is rescued, Cabiria resumes her life—and as she moves through the sea of Rome’s humanity, through adversity and heartbreak, Cabiria must rely on herself to stay standing.",1957
https://mubi.com/en/ru/films/taste-of-cherry,https://images.mubicdn.net/images/film/242/cache-37631-1575590423/image-w1280.jpg?size=800x,Taste of Cherry,"Middle-aged Mr. Badii wishes to die in a society where suicide is considered an abomination. Driving in the hills above Tehran, he searches for an accomplice who is willing to bury him after he is dead. He meets an assortment of different characters, but each have reasons to turn down the job.",1997
https://mubi.com/en/ru/films/tokyo-story,https://images.mubicdn.net/images/film/284/cache-8063-1562857368/image-w1280.jpg?size=800x,Tokyo Story,"An aging couple, Tomi and Sukichi, journey to visit their two adult children in Tokyo. The reception is disappointing: too busy to entertain them, their children send them off to a health spa. After Tomi falls ill, they return home, while the children, grief-stricken, hasten to be with her.",1953
https://mubi.com/en/ru/films/ryuichi-sakamoto-coda,https://images.mubicdn.net/images/film/177718/cache-241752-1537210803/image-w1280.jpg?size=800x,Ryuichi Sakamoto: Coda,"One of the most important artists of our era, Ryuichi Sakamoto’s career spans from techno-pop stardom to Oscar®-winning composer and anti-nuclear activist. This intimate portrait explores Sakamoto’s return to music following a cancer diagnosis, leading to the creation of a haunting new masterpiece.",2017
https://mubi.com/en/ru/films/the-good-the-bad-and-the-ugly,https://images.mubicdn.net/images/film/163/cache-90886-1565833888/image-w1280.jpg?size=800x,"The Good, the Bad and the Ugly",A bounty hunting scam joins two men in an uneasy alliance against a third in a race to find a fortune in gold buried in a remote cemetery.,1966
https://mubi.com/en/ru/films/daguerreotypes,https://images.mubicdn.net/images/film/25423/cache-17091-1608748684/image-w1280.jpg?size=800x,Daguerréotypes,"The business owners and shops of Paris’ rue Daguerre are the street’s lifeblood: bakers, tailors, butchers, perfumers, music-store clerks, and others, who, between the everyday rituals of their work, talk of their lives, relationships, and dreams.",1975
https://mubi.com/en/ru/films/12-angry-men,https://images.mubicdn.net/images/film/2325/cache-45989-1543575656/image-w1280.jpg?size=800x,12 Angry Men,"Following the closing arguments in a murder trial, twelve members of the jury must decide the fate of an inner-city teen. The deliberation process brings out the jurors’ prejudices and preconceptions about the trial, the accused, and each other.",1957
https://mubi.com/en/ru/films/sunset-boulevard,https://images.mubicdn.net/images/film/167/cache-8009-1524865854/image-w1280.jpg?size=800x,Sunset Blvd.,"In Hollywood of the 50’s, the obscure screenplay writer Joe Gillis is not able to sell his work to the studios, is full of debts and is thinking in returning to his hometown. He is hired to rework a faded silent film star’s script, only to find himself developing a dangerous relationship.",1950
https://mubi.com/en/ru/films/the-beasts-2022,https://images.mubicdn.net/images/film/337836/cache-768766-1700843146/image-w1280.jpg?size=800x,The Beasts,"An expatriate French couple operate an organic farm in the Spanish countryside. However, their earnest enthusiasm reeks of patronizing privilege to the handful of “hill people” families who have toiled on the land for generations, leading to tensions between locals and foreigners boiling over.",2022
https://mubi.com/en/ru/films/head-on,https://images.mubicdn.net/images/film/140/cache-7996-1576230465/image-w1280.jpg?size=800x,Head-On,"Desperate to escape her suffocatingly traditional family, young Sibel convinces disillusioned alcoholic Cahit to marry her. After their wedding, the two lost souls live together as flatmates but gradually fall in love with one another. However, problems arise quickly.",2004
https://mubi.com/en/ru/films/man-with-a-movie-camera,https://images.mubicdn.net/images/film/296/cache-32745-1563962189/image-w1280.jpg?size=800x,Man With a Movie Camera,"Twenty-four hours in the life of the inhabitants of a large city. From dawn to dusk, his device perched on his tripod, the man with a movie camera records and captures the hustle and bustle of an ordinary day.",1929
https://mubi.com/en/ru/films/m,https://images.mubicdn.net/images/film/558/cache-47581-1673346426/image-w1280.jpg?size=800x,M,"Anxious to capture elusive child killer Hans Beckert, police begin rounding up every criminal in town. The underworld leaders decide to take the heat off their activities by catching the murderer themselves. Once the locals identify Beckert, they mark him by chalking the letter “M” on his back.",1931
https://mubi.com/en/ru/films/maurice-s-bar,https://images.mubicdn.net/images/film/377966/cache-874700-1716374112/image-w1280.jpg?size=700x,Maurice's Bar,"Reclaiming a piece of queer history, Tzor Edery and Tom Prezman’s animated short movingly resurrects a forgotten gay bar from its tragic fate under the Nazi occupation of France. Awash with voluptuous imagery, this is a vital ode to the radical joy that dares to flourish in the face of intolerance.",2023
https://mubi.com/en/ru/films/dogville,https://images.mubicdn.net/images/film/190/cache-47350-1674650191/image-w1280.jpg?size=800x,Dogville,"In Depression-era America, a beautiful fugitive named Grace arrives at a small town in the Rocky Mountains on the run from the mob. Offering to work in exchange for asylum, Grace is welcomed in by the locals. But as they come to expect more favors from her, Grace hides a dangerous secret from them.",2003
https://mubi.com/en/ru/films/druk,https://images.mubicdn.net/images/film/243148/cache-477384-1597820425/image-w1280.jpg?size=800x,Another Round,"Four friends, all high school teachers at various stages of middle age, are stuck in a rut. Unable to share their passions either at school or at home, they embark on an audacious experiment: to see if a constant level of alcohol in their blood will help them find greater freedom and happiness.",2020
https://mubi.com/en/ru/films/fight-club,https://images.mubicdn.net/images/film/918/cache-47457-1689617201/image-w1280.jpg?size=800x,Fight Club,"A depressed man suffering from insomnia meets a strange soap salesman named Tyler Durden. The two bored men form an underground club with strict rules, in which they fight other men who are fed up with their mundane lives. Their perfect partnership frays when Marla attracts Tyler’s attention.",1999
https://mubi.com/en/ru/films/the-salt-of-the-earth,https://images.mubicdn.net/images/film/114092/cache-93179-1594724753/image-w1280.jpg?size=800x,The Salt of the Earth,Photographer Sebastião Salgado has been travelling through the continents in the footsteps of an ever-changing humanity. Salgado and his work—instantly recognisable black-and-white photographs that have documented some of the major events of our recent history—are revealed to us in this documentary.,2014
https://mubi.com/en/ru/films/bear-story,https://images.mubicdn.net/images/film/150571/cache-127963-1725878576/image-w1280.jpg?size=800x,Bear Story,"An old bear sets up a wooden theater on a busy street corner daily, featuring tin puppets he crafted. For a coin, the puppets come to life, telling the story of a circus bear longing to escape and reunite with his family, visible through a peephole to passing onlookers.",2014
https://mubi.com/en/ru/films/the-hunt-2012,https://images.mubicdn.net/images/film/97180/cache-60698-1576230539/image-w1280.jpg?size=800x,The Hunt,"A middle-aged kindergarten teacher is slowly piecing his life back together following a divorce and custody battle. He has a new love, a new job and is patching things up with his estranged son. But a little white lie from one of his students is about to shatter his newfound luck.",2012
https://mubi.com/en/ru/films/seduce-me-noah-s-ark,https://images.mubicdn.net/images/film/401079/cache-937395-1712591866/image-w1280.jpg?size=700x,Seduce Me: Noah's Ark,"Setting her inquisitive gaze on the Bible, Isabella Rossellini challenges the gender binary implicitly attached to a famous parable. Crafted in the style of a pop-up book, this inventive short looks beyond individual species to take in the full spectrum of sexual practices across the animal world.",2010
https://mubi.com/en/ru/films/the-substance,https://images.mubicdn.net/images/film/332868/cache-966973-1717030578/image-w1280.jpg?size=800x,The Substance,"Have you ever dreamt of a better version of yourself?
You. Only better in every way.
You should try this new product, The Substance. 
IT CHANGED MY LIFE.",2024
https://mubi.com/en/ru/films/wild-strawberries,https://images.mubicdn.net/images/film/175/cache-48500-1725891147/image-w1280.jpg?size=800x,Wild Strawberries,"In the company of his daughter-in-law, Professor Isak Borg journeys by car to collect an honorary degree from his former university. The trip kickstarts a series of reminiscences and reveries as the aging Borg revisits the scenes of his youth and reflects on an unhappy marriage.",1957
https://mubi.com/en/ru/films/harakiri,https://images.mubicdn.net/images/film/743/cache-38194-1543579216/image-w1280.jpg?size=800x,Harakiri,"In 17th Century feudal Japan, master-less samurai Hanshirō Tsugumo requests to commit harakiri at the manor of Lord Iyi, but he is dissuaded when he is told the story of another soldier who made the same request.",1962
https://mubi.com/en/ru/films/the-father-2020,https://images.mubicdn.net/images/film/235492/cache-493816-1622645530/image-w1280.jpg?size=800x,The Father,"Londoner Anthony is unwilling to admit to his daughter Anne that he is no longer able to care for himself. When Anne brings in a nurse, he goes from charming to insulting. One day Anthony wakes up bewildered in a home he doesn’t recognize, and it becomes clear how reality is slipping from his grasp.",2020
https://mubi.com/en/ru/films/carol-2015,https://images.mubicdn.net/images/film/119702/cache-104824-1733480921/image-w1280.jpg?size=800x,Carol,"When Carol walks into a New York department store and meets Therese an unlikely friendship sparks. Carol is a socialite going through a bitter divorce while Therese is just starting out in life. Mesmerized by each other, they face a choice: deny their hearts’ desires or defy society’s conventions.",2015
https://mubi.com/en/ru/films/honeyland,https://images.mubicdn.net/images/film/225418/cache-401078-1616423906/image-w1280.jpg?size=800x,Honeyland,"Hatidze lives with her ailing mother in the mountains of Macedonia, making a living cultivating honey using ancient beekeeping traditions. When an unruly family moves in next door, what at first seems like a balm for her solitude becomes a source of tension as they, too, want to practice beekeeping.",2019
https://mubi.com/en/ru/films/the-kid,https://images.mubicdn.net/images/film/1442/cache-8846-1606416580/image-w1280.jpg?size=800x,The Kid,"After a young mother abandons her new-born baby, The Tramp inadvertently finds the child and takes him under his wing. The Tramp and the Kid, partners in crime, develop an irreplaceable bond. Five years pass and the Kid’s mother reappears on the scene, putting the pair’s relationship in jeopardy.",1921
https://mubi.com/en/ru/films/ciro-yo,https://images.mubicdn.net/images/film/196849/cache-308947-1613739132/image-w1280.jpg?size=800x,Ciro & Me,"Ciro Galindo was born in 1952 in Colombia. Wherever he went, war always found him. His children were recruited by the armies of war and his family was repeatedly displaced. Ciro’s life sums up the history of Colombia. This film narrates Ciro’s journey to meet his past in a quest to rebuild his life.",2018
https://mubi.com/en/ru/films/shoplifters,https://images.mubicdn.net/images/film/200178/cache-319900-1608313830/image-w1280.jpg?size=800x,Shoplifters,"On the margins of Tokyo, a family is united by fierce loyalty and a penchant for petty theft. One day the father and son meet an abandoned little girl, and, despite their poverty, the family takes her in. But an incident will expose their secrets that upend their tenuous, below-the-radar existence.",2018
https://mubi.com/en/ru/films/something-useful,https://images.mubicdn.net/images/film/169121/cache-211948-1585751975/image-w1280.jpg?size=800x,Something Useful,"Leyla, a lawyer and poet, has decided to attend a school reunion after neglecting previous invitations. Canan, a young nursing student, dreams of becoming an actress. Following a meeting on a train, they unite for a journey that will offer new insight into the importance of charting one’s own path.",2017
https://mubi.com/en/ru/films/the-general,https://images.mubicdn.net/images/film/12/cache-47268-1553090423/image-w1280.jpg?size=800x,The General,"When the American Civil War breaks out, confederate railroad engineer Johnny Gray has his beloved locomotive carrying his fiancée stolen by Union spies. He boards a massive train and sets outs to pursue the Northern spies to get his kidnapped steam engine and girlfriend back.",1926
https://mubi.com/en/ru/films/mysterious-skin,https://images.mubicdn.net/images/film/400/cache-160055-1692734957/image-w1280.jpg?size=800x,Mysterious Skin,"Brian Lackey went missing for five hours when he was eight, an event he’s convinced was an alien abduction. In the same small Kansas town, teenage hustler Neil McCormick is a confused outsider with a dark past. Both young men pursue a self-destructive path that will lead them toward each other.",2004
https://mubi.com/en/ru/films/blade-runner,https://images.mubicdn.net/images/film/186/cache-47462-1543579214/image-w1280.jpg?size=800x,Blade Runner,Philip K. Dick’s dystopian Do Androids Dream of Electric Sheep? takes place in a neo-noir LA. Blade runner Rick Deckard wanders the urban slums lit by neon propoganda hunting down replicants that have assumed human likeness. Meanwhile the rest of humanity looks for haven in off-world colonies.,1982
https://mubi.com/en/ru/films/andrei-rublev,https://images.mubicdn.net/images/film/300/cache-90808-1578961463/image-w1280.jpg?size=800x,Andrei Rublev,"In turbulent 15th century Russia, the iconic painter Andrei Rublev gains renown for his artwork while struggling to create under a repressive and violent regime.",1966
https://mubi.com/en/ru/films/shiva-baby-2020,https://images.mubicdn.net/images/film/254618/cache-507693-1597443286/image-w1280.jpg?size=800x,Shiva Baby,"College student Danielle is faced with a series of awkward encounters at a day-long shiva, a Jewish gathering during a time of mourning. Amongst overbearing relatives, she is rattled by the appearance of an ex-girlfriend and of her secret sugar daddy, who unexpectedly arrives with his wife and baby.",2020
https://mubi.com/en/ru/films/persepolis,https://images.mubicdn.net/images/film/91/cache-47554-1701089871/image-w1280.jpg?size=800x,Persepolis,"In 1970s Iran, Marjane, an 8-year-old girl, dreams of saving the world. Cherished by her beloved family, she watches the events that led to the downfall of the Shah’s brutal regime through her young eyes. Now a punk-loving teenager, Marjane witness her country transform into an oppressive society.",2007
https://mubi.com/en/ru/films/buena-vista-social-club,https://images.mubicdn.net/images/film/27684/cache-18976-1713455139/image-w1280.jpg?size=800x,Buena Vista Social Club,"Ry Cooder, Wim Wenders’ frequent musical collaborator, travels to Havana to bring a group of aging Cuban musicians—whose talents had been virtually forgotten following Fidel Castro’s takeover—out of retirement. Within a few months, the group go from obscurity to world stardom.",1999
https://mubi.com/en/ru/films/decision-to-leave,https://images.mubicdn.net/images/film/281688/cache-772890-1651137929/image-w1280.jpg?size=800x,Decision to Leave,"From a mountain peak in South Korea, a man plummets to his death. Did he jump, or was he pushed? When detective Hae-joon arrives on the scene, he begins to suspect the dead man’s wife Seo-rae. But as he digs deeper into the investigation, he finds himself trapped in a web of deception and desire.",2022
https://mubi.com/en/ru/films/fallen-leaves-2023,https://images.mubicdn.net/images/film/346537/cache-873402-1703254296/image-w1280.jpg?size=800x,Fallen Leaves,"In modern-day Helsinki, Ansa and Holappa, two lonely souls in search of their first love, meet by chance in a local karaoke bar. However, the pair’s path to happiness is beset by numerous obstacles—from lost phone numbers to mistaken addresses, alcoholism, and a charming stray dog.",2023
https://mubi.com/en/ru/films/city-of-god,https://images.mubicdn.net/images/film/160/cache-47678-1571397897/image-w1280.jpg?size=800x,City of God,"In the poverty-stricken favelas of Rio de Janeiro in the 1970s, two young men choose different paths. Rocket is a budding photographer who documents the increasing drug-related violence of his neighborhood, while José “Zé” Pequeno is an ambitious drug dealer diving into a dangerous life of crime.",2002
https://mubi.com/en/ru/films/hiroshima-mon-amour,https://images.mubicdn.net/images/film/217/cache-874679-1714754140/image-w1280.jpg?size=800x,Hiroshima mon amour,"In postwar Hiroshima, a French actress and a Japanese architect engage in a brief, intense affair. Their consuming mutual fascination compels them to exorcise their own scarred memories of love and suffering.",1959
